"Cód. da Unidade";"Unidade";"Histórico";"CNPJ";"Região Administrativa";"Município";"Direção";"Direção Administrativo";"Direção Acadêmica";"Telefone";"Aniversário da Cidade";"Endereço";"Site";"Redes Sociais";"Arquivos";"Logotipo";"Cursos"
"                126              ";"Fatec São Bernardo do Campo – Adib Moisés Dib";"A Fatec foi implantada em 2005. ";"62.823.257/0126-11";"                Metropolitana de São Paulo                         ";"                São Bernardo do Campo              ";"                Adriane Monteiro Fontana                f126dir@cps.sp.gov.br              ";"                Marcia Gorete da Silva                f126adm@cps.sp.gov.br              ";"                Thainara Fernandes Macedo Tomaz                f126acad@cps.sp.gov.br              ";"                11 4126-9801 (Whatsapp) | 4126-9802 | 4126-9803                Discagem Abreviada: (6) 126              ";"                20/08              ";"Av. Pereira Barreto, 400 - Vila Baeta Neves - CEP: 09751-000 - São Bernardo do Campo/SP";"https://fatecsbc.cps.sp.gov.br/              ";"                                                  Facebook: https://www.facebook.com/fatec.sbc                                                                                  Instagram: https://www.instagram.com/fatecsbc                                                                                  X: https://twitter.com/FATECSBC                                                                                  Linkedin: https://www.linkedin.com/school/fatecsbc                                                                                  Youtube: https://www.youtube.com/channel/UC8Ydw-5fraDzkUfPxbVb4gg                                                                                                                                                  Whatsapp: https://api.whatsapp.com/send?phone=5511941218905                                              ";"                                                                                Decreto de Criação: 49.838, de 29/07/2005 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2005/decreto-49838-29.07.2005.html                                    Lei de Denominação: 14.427, de 29/04/2011 -                     https://www.al.sp.gov.br/repositorio/legislacao/lei/2011/lei-14427-29.04.2011.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_metropolitana_sp_sao_bernardo.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisAutomação IndustrialInformática para NegóciosManufatura Avançada                                                          Cursos Superiores de Tecnologia EaDGestão Empresarial                                            "
"                168              ";"Fatec São Caetano do Sul – Antonio Russo";"A Fatec foi criada em 2007.";"62.823.257/0168-70";"                Metropolitana de São Paulo                         ";"                São Caetano do Sul              ";"                João Carlos Lopes Fernandes                f168dir@cps.sp.gov.br              ";"                Layla Sueiro Lopes Silva                f168adm@cps.sp.gov.br              ";"                Francieli Sena Costa                f168acad@cps.sp.gov.br              ";"                (11) 4239-9500                Discagem Abreviada: (6) 168              ";"                28/07              ";"Rua Bell Aliance, 225 - Jardim São Caetano - CEP: 09581-420 - São Caetano/SP";"https://fatecsaocaetano.cps.sp.gov.br/              ";"                                                  Facebook: https://www.facebook.com/FatecSaoCaetano                                                                                  Instagram: https://www.instagram.com/fatecsaocaetano                                                                                  X: https://twitter.com/fatecsaocaetano                                                                                  Linkedin: https://www.linkedin.com/in/fatecsaocaetano                                                                                  Youtube: https://www.youtube.com/user/fatecsaocaetano                                                                                                  Tiktok: https://www.tiktok.com/@fatecsaocaetano2022                                                                                                                  Whatsapp: https://api.whatsapp.com/send?phone=551142382041                                              ";"                                                                                Decreto de Criação: 52.060, de 15/08/2007 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2007/decreto-52060-15.08.2007.html                                    Lei de Denominação: 15.814, de 23/04/2015 -                     https://www.al.sp.gov.br/repositorio/legislacao/lei/2015/lei-15814-23.04.2015.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_metropolitana_sp_sao_caetano_do_sul.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisAnálise e Desenvolvimento de SistemasComércio ExteriorJogos DigitaisSegurança da Informação                                                          Cursos Superiores de Tecnologia EaDGestão Empresarial                                            "
"                269              ";"Fatec São Carlos";"A Fatec de São Carlos iniciou suas atividades no 1º semestre de 2014";"62.823.257/0269-14";"                Central                         ";"                São Carlos              ";"                José Roberto Garbin                f269dir@cps.sp.gov.br              ";"                Ariadne Teixeira Oliveira                f269adm@cps.sp.gov.br              ";"                Simone Martins de Melo                f269acad@cps.sp.gov.br              ";"                (16) 3307-7545                Discagem Abreviada: (6) 269              ";"                04/11              ";"Av. Araraquara, 451 Vila Brasília – CEP 13566-770 Vila Nery - São Carlos/SP";"https://fatecsaocarlos.cps.sp.gov.br/              ";"                                                                  Instagram: https://www.instagram.com/fatecsc/                                                                                                                                                                              ";"                                                                                Decreto de Criação: 59.934, de 10/12/2013 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2013/decreto-59934-10.12.2013.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_central_sao_carlos.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisBig Data Para IndústriaGestão da Produção IndustrialGestão de Recursos HumanosGestão Empresarial                                                                                                      "
"                121              ";"Fatec São José do Rio Preto";"A Fatec foi implantada em 2004.";"62.823.257/0121-07";"                São José do Rio Preto                         ";"                São José do Rio Preto              ";"                João Carlos de Aguiar Domingues                f121dir@cps.sp.gov.br              ";"                Aline de Souza Simonato                f121adm@cps.sp.gov.br              ";"                Glaucia Alves Pereira Leal                f121acad@cps.sp.gov.br              ";"                (17) 3219-9630                Discagem Abreviada: (6) 121              ";"                19/03              ";"Rua Fernandópolis, 2.510 - Eldorado - CEP: 15043-020 - São José do Rio Preto/SP";"https://fatecriopreto.cps.sp.gov.br/              ";"                                                  Facebook: https://www.facebook.com/fatecriopreto                                                                                  Instagram: https://www.instagram.com/fatecriopreto                                                                                                  Linkedin: https://www.linkedin.com/school/fatecriopreto                                                                                  Youtube: https://www.youtube.com/c/TVFatecRioPreto                                                                                                                              ";"                                                                                Decreto de Criação: 48.435, de 07/01/2004 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2004/decreto-48435-07.01.2004.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_sao_jose_do_rio_preto_sao_jose_do_rio_preto.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisAgronegócioAnálise e Desenvolvimento de SistemasInformática para Negócios                                                          Cursos Superiores de Tecnologia EaDGestão Empresarial                                            "
"                146              ";"Fatec São José dos Campos – Prof. Jessen Vidal";"A Fatec foi implantada no 1º semestre de 2006";"62.823.257/0146-65";"                São José dos Campos                         ";"                São José dos Campos              ";"                Luiz Antonio Tozi                f146dir@cps.sp.gov.br              ";"                Anna Hiromi Sogabe                f146adm@cps.sp.gov.br              ";"                Elisiane Alves de Oliveira                f146acad@cps.sp.gov.br              ";"                (12) 3905-4979 / 3905-2423                Discagem Abreviada: (6) 146              ";"                27/07              ";"Avenida Cesare Mansueto Giulio Lattes, 1350 - Bairro Eugênio de Melo CEP 12.247-014 São José dos Campos - SP";"http://fatecsjc-prd.azurewebsites.net/              ";"                                                  Facebook: https://www.facebook.com/fatecjessenvidal                                                                                  Instagram: https://www.instagram.com/fatecsaojosedoscampos                                                                                  X: https://twitter.com/Fjessenvidal                                                                                  Linkedin: https://www.linkedin.com/school/fatecjessenvidal                                                                                  Youtube: https://www.youtube.com/c/fatecsjcoficial                                                                                                  Tiktok: https://www.tiktok.com/@fatecjessenvidal                                                                                              ";"                                                                                Decreto de Criação: 50.580, de 02/03/2006 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2006/decreto-50580-02.03.2006.html                                    Lei de Denominação: 13.875, de 16/12/2009 -                     https://www.al.sp.gov.br/repositorio/legislacao/lei/2009/lei-13875-16.12.2009.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_sao_jose_dos_campos_sao_jose_dos_campos.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisAnálise e Desenvolvimento de SistemasBanco de DadosDesenvolvimento de Software MultiplataformaEngenharia de ProduçãoGestão da Produção IndustrialLogísticaManufatura AvançadaManutenção de AeronavesProjetos de Estruturas Aeronáuticas                                                          Cursos Superiores de Tecnologia EaDGestão Empresarial                                            "
"                002              ";"Fatec São Paulo";"A Fatec iniciou suas atividades em 1973.";"62.823.257/0015-04";"                Metropolitana de São Paulo                         ";"                São Paulo              ";"                Josué Souza de Góis                f002dir@cps.sp.gov.br              ";"                Ione Bena de Aragão Silva                f002adm@cps.sp.gov.br              ";"                Márcia Sumiko Ito                f002acad@cps.sp.gov.br              ";"                (11) 3322-2215 / 3322-2202                Discagem Abreviada: (6) 002              ";"                25/01              ";"Av. Tiradentes, 615 - Bom Retiro - São Paulo/SP - CEP: 01124-060";"http://www.fatecsp.br              ";"                                                  Facebook: https://www.facebook.com/fatecspoficial                                                                                  Instagram: https://www.instagram.com/fatecsp                                                                                  X: https://twitter.com/fatec_sp                                                                                  Linkedin: https://www.linkedin.com/company/fatecsp                                                                                  Youtube: https://www.youtube.com/user/FatecSPOficial                                                                                                                              ";"                                                                                Lei de Criação: 06/10/1969 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto.lei/1969/decreto.lei-0-06.10.1969.html                                    Decreto de Denominação: 1.418, de 10/04/1973 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/1973/decreto-1418-10.04.1973.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_metropolitana_sp_capital_sao_paulo.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisAnálise e Desenvolvimento de SistemasConstrução Civil – EdifíciosEletrônica IndustrialEngenharia CivilEstradasFabricação MecânicaGestão da Produção IndustrialGestão da QualidadeGestão de Empreendimentos GastronômicosGestão de TurismoHidráulica e Saneamento AmbientalInstalações ElétricasMateriaisMecânica de PrecisãoMicroeletrônicaPaisagismo e JardinagemProdução CulturalProjetos MecânicosRefrigeração e ClimatizaçãoSecretariado e Assessoria InternacionalSoldagem                                                          Cursos Superiores de Tecnologia EaDGestão Empresarial                                            "
"                265              ";"Fatec de São Roque – Dr. Bernardino de Campos";"A Fatec foi implantada no 1º semestre de 2013.";"62.823.257/0265-90";"                Sorocaba                         ";"                São Roque              ";"                Renata Castro Cardias                f265dir@cps.sp.gov.br              ";"                Otávio Jorge de Moraes Jr.                f265adm@cps.sp.gov.br              ";"                José Luis Caetano Ribeiro Jr.                f265acad@cps.sp.gov.br              ";"                (11) 4712-3229 / 4712-8418                Discagem Abreviada: (6) 265              ";"                16/08              ";"Rua Marechal Deodoro da Fonseca, 132 - Centro - CEP: 18130-070 - São Roque/SP";"https://fatecsaoroque.cps.sp.gov.br              ";"                                                  Facebook: https://www.facebook.com/Fatecsr                                                                                  Instagram: https://www.instagram.com/fatecsr                                                                                  X: https://twitter.com/fatecsaoroque                                                                                  Linkedin: https://www.linkedin.com/company/fatec-s%C3%A3o-roque                                                                                  Youtube: https://www.youtube.com/c/FatecS%C3%A3oRoque265                                                                                                                              ";"                                                                                Decreto de Criação: 58.413, de 25/09/2012 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2012/decreto-58413-25.09.2012.html                                    Decreto de Denominação: 69.547, de 22/05/2025 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2025/decreto-69547-22.05.2025.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_sorocaba_sao_roque.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisGastronomiaGestão ComercialGestão de Empreendimentos GastronômicosGestão de TurismoSistemas para Internet                                                                                                      "
"                189              ";"Fatec São Sebastião – São Sebastião";"A Fatec foi implantada no 1º semestre de 2009.";"62.823.257/0189-03";"                São José dos Campos                         ";"                São Sebastião              ";"                Daniel Roberto Jung                f189dir@cps.sp.gov.br              ";"                                f189adm@cps.sp.gov.br              ";"                Carla de França Pereira                f189acad@cps.sp.gov.br              ";"                (12) 3892-3015 / 3892-5767                Discagem Abreviada: (6) 189              ";"                16/03              ";"Rua Ítalo Nascimento, 366 - Porto Grande - CEP: 11600-970 - São Sebastião/SP";"https://fatecsaosebastiao.cps.sp.gov.br/              ";"                                                  Facebook: https://www.facebook.com/fatec.ss                                                                                  Instagram: https://www.instagram.com/fatecsaosebastiao                                                                                  X: https://twitter.com/FatecSS                                                                                  Linkedin: https://www.linkedin.com/company/fatecsaosebastiao                                                                                  Youtube: https://www.youtube.com/c/FatecS%C3%A3oSebasti%C3%A3olive                                                                                                                                                  Whatsapp: https://api.whatsapp.com/send?phone=https://whatsapp.com/channel/0029VaRu8a9BA1f0Hgh3iF17                                              ";"                                                                                Decreto de Criação: 53.373, de 02/09/2008 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2008/decreto-53373-02.09.2008.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_sao_jose_dos_campos_sao_sebastiao.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisAnálise e Desenvolvimento de SistemasGestão da Tecnologia da InformaçãoGestão EmpresarialMarketing                                                          Cursos Superiores de Tecnologia EaDGestão Empresarial                                            "
"                272              ";"Fatec Sebrae";"A Fatec iniciou suas atividades no 1º semestre de 2014.";"62.823.257/0272-10";"                Metropolitana de São Paulo                         ";"                São Paulo              ";"                Roberto Padilha Móia                f272dir@cps.sp.gov.br              ";"                Bianca dos Santos Oliveira                f272adm@cps.sp.gov.br              ";"                Marco Aurélio Costa de Carvalho                f272acad@cps.sp.gov.br              ";"                (11) 3224-1266                Discagem Abreviada: (6) 272              ";"                25/01              ";"Alameda Nothman 598 - Campos Elíseos - CEP: 01216-000 - São Paulo/SP";"https://fatecsebrae.cps.sp.gov.br/              ";"                                                  Facebook: https://www.facebook.com/FatecSebrae                                                                                  Instagram: https://www.instagram.com/fatecsebrae                                                                                  X: https://twitter.com/FatecSebrae                                                                                  Linkedin: https://www.linkedin.com/school/fatec-sebrae                                                                                  Youtube: https://www.youtube.com/c/fatecsebrae                                                                                                  Tiktok: https://www.tiktok.com/@fatecsebrae                                                                                              ";"                                                                                Decreto de Criação: 60.078, de 17/01/2014 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2014/decreto-60078-17.01.2014.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_metropolitana_sp_capital_sebrae.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisCiência de Dados para NegóciosGestão de Negócios e InovaçãoMarketing                                                                                                      "
"                176              ";"Fatec Sertãozinho – Deputado Waldyr Alceu Trigo";"A Fatec foi implantada no 1º semestre de 2008";"62.823.257/0176-80";"                Ribeirão Preto                         ";"                Sertãozinho              ";"                Celso Luiz Franzotti                f176dir@cps.sp.gov.br              ";"                Tahila Lobo Bezerra                f176adm@cps.sp.gov.br              ";"                Edinéia Carolina Gonzaga Miessa                f176acad@cps.sp.gov.br              ";"                (16) 3942-5806                Discagem Abreviada: (6) 176              ";"                05/12              ";"Rua Jordão Borghetti, 480 - Jardim Recreio - Sertãozinho/SP";"https://fatecsertaozinho.cps.sp.gov.br/              ";"                                                  Facebook: https://www.facebook.com/faculdadetecnologiasertaozinho                                                                                  Instagram: https://www.instagram.com/fatecsertaozinho                                                                                  X: https://twitter.com/FATECSTZ                                                                                  Linkedin: https://www.linkedin.com/in/fatecsertaozinho                                                                                  Youtube: https://www.youtube.com/c/TVFatec                                                                                                  Tiktok: https://www.tiktok.com/@fatecsertaozinho                                                                                                                  Whatsapp: https://api.whatsapp.com/send?phone=5516988667714                                              ";"                                                                                Decreto de Criação: 52.644, de 21/01/2008 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2008/decreto-52644-21.01.2008.html                                    Decreto de Denominação: 61.427, de 13/08/2015 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2015/decreto-61427-13.08.2015.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_ribeirao_preto_sertaozinho.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisGestão da Produção IndustrialGestão EmpresarialManutenção IndustrialMecânica: Processos de SoldagemMecatrônica Industrial                                                          Cursos Superiores de Tecnologia EaDGestão Empresarial                                            "
"                              ";"Fatec Socorro (início das atividades 1º sem/2027)";"";"";"                                         ";"                              ";"                                dir@cps.sp.gov.br              ";"                                adm@cps.sp.gov.br              ";"                                acad@cps.sp.gov.br              ";"                                Discagem Abreviada: (6)               ";"                              ";"Avenida das Palmeira, 26 - Bela Vista - Socorro/SP CEP: 13960-000";"              ";"                                                                                                                                                                              ";"                                                                                 -                                                                                 ";"                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisDesenvolvimento de Software Multiplataforma                                                                                                      "
"                003              ";"Fatec Sorocaba – José Crespo Gonzales";"A Fatec foi implantada no 1º semestre de 1971";"62.823.257/0002-81";"                Sorocaba                         ";"                Sorocaba              ";"                Luiz Carlos Rosa                f003dir@cps.sp.gov.br              ";"                Adriana Cristina de Barros                f003adm@cps.sp.gov.br              ";"                Lucas Gabriel Brito de Oliveira                f003acad@cps.sp.gov.br              ";"                (15) 3238-5266 / 3228-2366 / 3228-2370                Discagem Abreviada: (6) 003              ";"                15/08              ";"Av. Eng. Carlos Reinaldo Mendes, 2.015 - Alto da Boa Vista - CEP: 18013-280 - Sorocaba/SP";"https://fatecsorocaba.cps.sp.gov.br/              ";"                                                  Facebook: https://www.facebook.com/fatecsorocaba                                                                                  Instagram: https://www.instagram.com/fatecsorocaba/                                                                                                  Linkedin: https://www.linkedin.com/school/fatecsorocaba                                                                                  Youtube: https://www.youtube.com/c/FatecSorocabaoficial                                                                                                                              ";"                                                                                Decreto-Lei de Criação: 243, de 20/05/1970 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto.lei/1970/decreto.lei-243-20.05.1970.html                                    Lei de Denominação: 14.615, de 09/11/2011 -                     https://www.al.sp.gov.br/repositorio/legislacao/lei/2011/lei-14615-09.11.2011.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_sorocaba_sorocaba.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisAnálise e Desenvolvimento de SistemasEletrônica AutomotivaFabricação MecânicaGestão da QualidadeLogísticaManufatura AvançadaManutenção de AeronavesPolímerosProcessos MetalúrgicosProjetos MecânicosSistemas Biomédicos                                                          Cursos Superiores de Tecnologia EaDGestão Empresarial                                            "
"                296              ";"Fatec Sumaré";"A Fatec foi implantada no 2º semestre de 2018.";"62.823.257/0296-97";"                Campinas                         ";"                Sumaré              ";"                Luciano Aparecido Xavier                f296dir@cps.sp.gov.br              ";"                Laurentina Alves Figueiredo                f296adm@cps.sp.gov.br              ";"                Quézia Barroso Silva Taver                f296acad@cps.sp.gov.br              ";"                (19) 3903-9401                Discagem Abreviada: (6) 296              ";"                26/07              ";"Rua Rafael Rossi, 197 Jardim Luiz Cia CEP 13175-270";"https://fatecsumare.cps.sp.gov.br/              ";"                                                  Facebook: https://www.facebook.com/FATECSum                                                                                  Instagram: https://www.instagram.com/fatecsumareoficial                                                                                                  Linkedin: https://www.linkedin.com/school/fatecsumareoficial/                                                                                  Youtube: https://www.youtube.com/channel/UC7C-w7HTyVoYhqc0Z2ImUuA                                                                                                                              ";"                                                                                Decreto de Criação: 63.608, de 30/07/2018 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2018/decreto-63608-30.07.2018.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2024/08/fatec_ra_campinas_sumare.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisDesign GráficoGestão de Logística IntegradaGestão de Negócios e InovaçãoGestão de Recursos Humanos                                                                                                      "
"                316              ";"Fatec Suzano";"";"62.823.257/0316-75";"                Metropolitana de São Paulo                         ";"                Suzano              ";"                                f316dir@cps.sp.gov.br              ";"                                f316adm@cps.sp.gov.br              ";"                                f316acad@cps.sp.gov.br              ";"                (11) 99916-5345                Discagem Abreviada: (6) 316              ";"                02/04              ";"Av. Mogi das Cruzes, 1508 - Parque Suzano, Suzano - SP - CEP: 08673-010";"https://fatecsuzano.cps.sp.gov.br/              ";"                                                  Facebook: https://www.facebook.com/profile.php?id=61580481415064                                                                                  Instagram: https://www.instagram.com/fatecsuzano/                                                                                                                                                                              ";"                                                                                Decreto de Criação: 70.431, de 10/03/2026 -                     https://doe.sp.gov.br/executivo/decretos/decreto-n-70431-de-10-de-marco-de-2026                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2025/09/fatec_ra_metropolitana_sp_suzano.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisGestão da Produção IndustrialRedes de Computadores                                                                                                      "
"                022              ";"Fatec Taquaritinga";"A Fatec foi implantada no 2º semestre de 1992.";"62.823.257/0022-25";"                Central                         ";"                Taquaritinga              ";"                Luciana Aparecida Ferrarezi                f022dir@cps.sp.gov.br              ";"                Crediano Maria de Sousa                f022adm@cps.sp.gov.br              ";"                Lucia Elena Pinsetta                f022acad@cps.sp.gov.br              ";"                (16) 3252-5250 / 3252-5193 / 3252-5152                Discagem Abreviada: (6) 022              ";"                16/08              ";"Av. Dr. Flávio Henrique Lemos, 585 - Portal Itamaracá - CEP: 15900-000 - Taquaritinga/SP";"https://fatectq.cps.sp.gov.br/              ";"                                                  Facebook: https://www.facebook.com/fatec.taquaritinga                                                                                  Instagram: https://www.instagram.com/fatectq                                                                                                  Linkedin: https://www.linkedin.com/school/fatec-taquaritinga                                                                                  Youtube: https://www.youtube.com/user/FatecTaquaritinga                                                                                                                              ";"                                                                                Decreto de Criação: 35.236, de 01/07/1992 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/1992/decreto-35236-01.07.1992.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_central_taquaritinga.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisAgronegócioAnálise e Desenvolvimento de SistemasGestão da Produção IndustrialSistemas para Internet                                                          Cursos Superiores de Tecnologia EaDGestão Empresarial                                            "
"                250              ";"Fatec Tatuapé – Victor Civita";"A Fatec foi implantada no 2º semestre de 2011.";"62.823.257/0250-04";"                Metropolitana de São Paulo                         ";"                São Paulo              ";"                Melina Kayoko Itokazu Hara                f250dir@cps.sp.gov.br              ";"                Deise Cristina Silva Neres                f250adm@cps.sp.gov.br              ";"                Maurício Alexandre Affonso                f250acad@cps.sp.gov.br              ";"                (11) 2293-1220 / 2093-9053                Discagem Abreviada: (6) 250              ";"                25/01              ";"Rua Antônio de Barros, 800 - Tatuapé - 03401-000 - Tatuapé/SP";"https://fatectatuape.cps.sp.gov.br/              ";"                                                  Facebook: https://www.facebook.com/fatectatuape                                                                                  Instagram: https://www.instagram.com/fatectatuape                                                                                                  Linkedin: https://www.linkedin.com/company/fatecvictorcivitatatuape                                                                                  Youtube: https://www.youtube.com/c/FatecTatuap%C3%A9VictorCivita                                                                                                                              ";"                                                                                Decreto de Criação: 56.700, de 31/01/2011 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2011/decreto-56700-31.01.2011.html                                    Decreto de Denominação: 56.631, de 29/12/2010 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2010/decreto-56631-29.12.2010.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_metropolitana_sp_capital_tatuape.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisConstrução de EdifíciosControle de ObrasDesign de Produto com ênfase em Processos de Produção e IndustrializaçãoTransporte Terrestre                                                          Cursos Superiores de Tecnologia EaDGestão Empresarial                                            "
"                132              ";"Fatec Tatuí – Prof. Wilson Roberto Ribeiro de Camargo";"A Fatec foi Implantada no 1º semestre de 2006,";"62.823.257/0132-60";"                Sorocaba                         ";"                Tatuí              ";"                Anderson Luiz de Souza                f132dir@cps.sp.gov.br              ";"                Cidelise Águida de Oliveira Lima                f132adm@cps.sp.gov.br              ";"                Eliana Teodoro dos Santos                f132acad@cps.sp.gov.br              ";"                (15) 3205-7780                Discagem Abreviada: (6) 132              ";"                11/08              ";"Rodovia Mario Batista Mori, 971 - Jardim Aeroporto - Tatuí/SP";"https://fatectatui.cps.sp.gov.br/              ";"                                                  Facebook: https://www.facebook.com/fatectatui                                                                                  Instagram: https://www.instagram.com/fatectatui                                                                                  X: https://twitter.com/fatec_tatui                                                                                  Linkedin: https://www.linkedin.com/school/fatectatui                                                                                  Youtube: https://www.youtube.com/c/FatecTatu%C3%AD132                                                                                                  Tiktok: https://www.tiktok.com/@fatectatui                                                                                              ";"                                                                                Decreto de Criação: 50.578, de 02/03/2006 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2006/decreto-50578-02.03.2006.html                                    Lei de Denominação: 12.887, de 03/04/2008 -                     https://www.al.sp.gov.br/repositorio/legislacao/lei/2008/lei-12874-02.04.2008.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_sorocaba_tatui.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisAutomação IndustrialGestão da Tecnologia da InformaçãoGestão EmpresarialManutenção IndustrialProdução Fonográfica                                                                                                      "
"                251              ";"Fatec Taubaté";"A Fatec iniciou suas atividades no 2º semestre de 2011.";"62.823.257/0251-95";"                São José dos Campos                         ";"                Taubaté              ";"                Michel Robert Veiga                f251dir@cps.sp.gov.br              ";"                Cecília Daiana Monteiro de Toledo                f251adm@cps.sp.gov.br              ";"                Adriana Lopes dos Santos                f251acad@cps.sp.gov.br              ";"                (12) 3602-2708 / 3602-2709                Discagem Abreviada: (6) 251              ";"                05/02              ";"Av. Tomé Portes Del Rei, 525 - Vila São José - CEP: 12070-610 - Taubaté/SP";"https://fatectaubate.cps.sp.gov.br/              ";"                                                  Facebook: https://www.facebook.com/fatectaubate                                                                                  Instagram: https://www.instagram.com/fatectaubate                                                                                                  Linkedin: https://www.linkedin.com/school/fatec-taubat%C3%A9                                                                                  Youtube: https://www.youtube.com/channel/UCp9GiDSm9sI-7_2mAkNVAoQ                                                                                                  Tiktok: https://www.tiktok.com/@FatecTaubate                                                                                              ";"                                                                                Decreto de Criação: 56.701, de 31/01/2011 -                     https://www.al.sp.gov.br/repositorio/legislacao/decreto/2011/decreto-56701-31.01.2011.html                                                            ";"                              https://bkpsitecpsnew.blob.core.windows.net/uploadsitecps/sites/1/2020/10/fatec_ra_sao_jose_dos_campos_taubate.zip                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisAnálise e Desenvolvimento de SistemasEletrônica AutomotivaGestão de Recursos Humanos                                                          Cursos Superiores de Tecnologia EaDGestão Empresarial                                            "
"                              ";"Fatec Teodoro Sampaio (início das atividades 1º sem/2027) ";"";"";"                Presidente Prudente                         ";"                Teodoro Sampaio              ";"                                dir@cps.sp.gov.br              ";"                                adm@cps.sp.gov.br              ";"                                acad@cps.sp.gov.br              ";"                                Discagem Abreviada: (6)               ";"                21/03              ";"Avenida Osório Lopes Corado, 1521 - Jardim Paulista - Teodoro Sampaio/SP CEP: 19280-000";"              ";"                                                                                                                                                                              ";"                                                                                 -                                                                                 ";"                            ";"                                                                              Cursos Superiores de Tecnologia PresenciaisGestão Empresarial                                                                                                      "
